patch_id,lat,lon,row_start,col_start,valid_fraction,risk_class,risk_label,risk_score,confidence,attn_Jun,attn_Jul,attn_Aug,attn_Sep,attn_Oct,attn_Nov
2759,16.437148489997973,80.53158468581219,672,8112,1.0,0,Low Risk,0.4451,0.5875,0.0991,0.0662,0.0563,0.092,0.0671,0.6194
2760,16.437148489997973,80.53589659917596,672,8160,1.0,1,Medium Risk,0.4728,0.8274,0.1001,0.0804,0.0637,0.0709,0.0661,0.6188
2761,16.437148489997973,80.54020851253973,672,8208,1.0,1,Medium Risk,0.5491,0.9958,0.1006,0.112,0.0808,0.0531,0.0867,0.5668
2762,16.437148489997973,80.54452042590351,672,8256,1.0,1,Medium Risk,0.5566,0.9937,0.0653,0.2155,0.0906,0.0401,0.0903,0.4983
2763,16.437148489997973,80.54883233926728,672,8304,1.0,1,Medium Risk,0.5044,0.9133,0.0542,0.2298,0.0811,0.0502,0.0605,0.5242
2764,16.437148489997973,80.55314425263106,672,8352,1.0,0,Low Risk,0.4052,0.9512,0.0542,0.1585,0.0649,0.072,0.048,0.6025
2765,16.437148489997973,80.55745616599482,672,8400,1.0,0,Low Risk,0.4159,0.9141,0.0497,0.247,0.0777,0.0655,0.0489,0.5112
2766,16.437148489997973,80.5617680793586,672,8448,1.0,1,Medium Risk,0.5507,0.992,0.0656,0.2038,0.0794,0.0598,0.0748,0.5166
2767,16.437148489997973,80.56607999272238,672,8496,1.0,1,Medium Risk,0.5636,0.5491,0.0645,0.1022,0.0513,0.0447,0.0722,0.665
2768,16.437148489997973,80.57039190608614,672,8544,1.0,0,Low Risk,0.4115,0.9757,0.0533,0.1486,0.0645,0.0705,0.0443,0.6188
2769,16.437148489997973,80.57470381944992,672,8592,1.0,0,Low Risk,0.3114,0.9994,0.042,0.2256,0.0621,0.0745,0.0414,0.5546
2770,16.437148489997973,80.5790157328137,672,8640,1.0,0,Low Risk,0.2592,1.0,0.0277,0.2656,0.0711,0.0723,0.036,0.5273
2771,16.437148489997973,80.58332764617747,672,8688,1.0,0,Low Risk,0.3977,0.9597,0.0488,0.2248,0.0645,0.0639,0.0444,0.5537
2772,16.437148489997973,80.58763955954124,672,8736,1.0,0,Low Risk,0.4343,0.8578,0.0552,0.187,0.0662,0.0608,0.051,0.5797
2773,16.437148489997973,80.59195147290502,672,8784,1.0,0,Low Risk,0.3869,0.9854,0.0432,0.2362,0.0594,0.0656,0.042,0.5535
2774,16.437148489997973,80.59626338626879,672,8832,1.0,0,Low Risk,0.3969,0.9554,0.0457,0.1389,0.0419,0.0781,0.0583,0.6371
2775,16.432836576634198,79.80287132733443,720,0,1.0,2,High Risk,0.6351,0.9963,0.1111,0.0432,0.0548,0.1168,0.1928,0.4813
2776,16.432836576634198,79.80718324069821,720,48,1.0,2,High Risk,0.6511,0.9986,0.1184,0.051,0.0837,0.0969,0.2232,0.4268
2777,16.432836576634198,79.81149515406197,720,96,1.0,2,High Risk,0.663,0.9981,0.1401,0.0842,0.0802,0.1481,0.1713,0.3762
2778,16.432836576634198,79.81580706742575,720,144,1.0,2,High Risk,0.6076,0.9413,0.0749,0.0907,0.13,0.0954,0.1142,0.4949
2779,16.432836576634198,79.82011898078953,720,192,1.0,2,High Risk,0.6026,0.8932,0.1075,0.0721,0.0821,0.1139,0.1286,0.4959
2780,16.432836576634198,79.8244308941533,720,240,1.0,0,Low Risk,0.3496,0.9995,0.0381,0.0793,0.1231,0.0988,0.0931,0.5675
2781,16.432836576634198,79.82874280751707,720,288,1.0,0,Low Risk,0.3374,0.9996,0.046,0.0873,0.1118,0.075,0.1035,0.5763
2782,16.432836576634198,79.83305472088085,720,336,1.0,1,Medium Risk,0.4941,0.9408,0.0548,0.1258,0.0984,0.0638,0.1038,0.5535
2783,16.432836576634198,79.83736663424462,720,384,1.0,1,Medium Risk,0.5113,0.9928,0.0436,0.0638,0.0714,0.0973,0.1109,0.613
2784,16.432836576634198,79.8416785476084,720,432,1.0,0,Low Risk,0.4355,0.867,0.0568,0.03,0.0592,0.1174,0.0912,0.6455
2785,16.432836576634198,79.84599046097216,720,480,1.0,0,Low Risk,0.3434,0.9997,0.0568,0.0341,0.0438,0.1235,0.0822,0.6597
2786,16.432836576634198,79.85030237433594,720,528,1.0,1,Medium Risk,0.4807,0.62,0.0728,0.0523,0.0539,0.0815,0.08,0.6596
2787,16.432836576634198,79.85461428769972,720,576,1.0,1,Medium Risk,0.5808,0.6159,0.0627,0.0433,0.053,0.0686,0.1252,0.6471
2788,16.432836576634198,79.85892620106348,720,624,1.0,1,Medium Risk,0.5175,0.9513,0.0803,0.0529,0.0621,0.0771,0.0843,0.6432
2789,16.432836576634198,79.86323811442726,720,672,1.0,1,Medium Risk,0.4676,0.688,0.054,0.1004,0.1534,0.0548,0.1584,0.479
2790,16.432836576634198,79.86755002779104,720,720,1.0,0,Low Risk,0.3905,0.9907,0.0378,0.1594,0.1536,0.0304,0.1965,0.4223
2791,16.432836576634198,79.8718619411548,720,768,1.0,0,Low Risk,0.3768,0.9963,0.0372,0.1463,0.1399,0.0417,0.1294,0.5055
2792,16.432836576634198,79.87617385451858,720,816,1.0,0,Low Risk,0.4413,0.8578,0.0467,0.0864,0.0929,0.0623,0.1174,0.5944
2793,16.432836576634198,79.88048576788236,720,864,1.0,0,Low Risk,0.3666,0.9976,0.0394,0.0824,0.1086,0.0514,0.1331,0.5852
2794,16.432836576634198,79.88479768124613,720,912,1.0,0,Low Risk,0.2646,1.0,0.0332,0.1178,0.1282,0.0274,0.1335,0.5599
2795,16.432836576634198,79.8891095946099,720,960,1.0,0,Low Risk,0.2692,1.0,0.0331,0.0845,0.12,0.0325,0.1476,0.5824
2796,16.432836576634198,79.89342150797368,720,1008,1.0,0,Low Risk,0.2699,1.0,0.0385,0.0793,0.1264,0.0409,0.1294,0.5854
2797,16.432836576634198,79.89773342133745,720,1056,1.0,0,Low Risk,0.2376,1.0,0.0332,0.0708,0.1118,0.0311,0.1284,0.6246
2798,16.432836576634198,79.90204533470123,720,1104,1.0,0,Low Risk,0.24,1.0,0.0311,0.074,0.1087,0.0358,0.1221,0.6282
2799,16.432836576634198,79.90635724806499,720,1152,1.0,0,Low Risk,0.2665,1.0,0.0339,0.1017,0.1252,0.029,0.1342,0.576
2800,16.432836576634198,79.91066916142877,720,1200,1.0,0,Low Risk,0.326,0.9997,0.0419,0.1121,0.15,0.0245,0.2168,0.4547
2801,16.432836576634198,79.91498107479255,720,1248,1.0,0,Low Risk,0.3208,0.9998,0.0443,0.0795,0.1352,0.0264,0.2271,0.4876
2802,16.432836576634198,79.91929298815631,720,1296,1.0,0,Low Risk,0.3265,0.9997,0.0387,0.1067,0.1429,0.031,0.2026,0.4779
2803,16.432836576634198,79.9236049015201,720,1344,1.0,0,Low Risk,0.2694,1.0,0.0326,0.1507,0.1279,0.0478,0.0942,0.5467
2804,16.432836576634198,79.92791681488387,720,1392,1.0,0,Low Risk,0.3409,0.9996,0.0398,0.1078,0.1462,0.0318,0.2039,0.4705
2805,16.432836576634198,79.93222872824764,720,1440,1.0,0,Low Risk,0.3517,0.9995,0.0406,0.114,0.1463,0.0254,0.2486,0.4251
2806,16.432836576634198,79.93654064161142,720,1488,1.0,0,Low Risk,0.3365,0.9996,0.0391,0.0983,0.1318,0.031,0.2225,0.4773
2807,16.432836576634198,79.9408525549752,720,1536,1.0,0,Low Risk,0.2182,1.0,0.0274,0.0444,0.0801,0.0383,0.1974,0.6124
2808,16.432836576634198,79.94516446833896,720,1584,1.0,0,Low Risk,0.2151,1.0,0.0188,0.0756,0.0798,0.0416,0.1571,0.6271
2809,16.432836576634198,79.94947638170274,720,1632,1.0,0,Low Risk,0.2806,0.9998,0.032,0.1847,0.1495,0.0321,0.1299,0.4718
2810,16.432836576634198,79.95378829506652,720,1680,1.0,0,Low Risk,0.2452,1.0,0.0266,0.1596,0.1314,0.022,0.15,0.5105
2811,16.432836576634198,79.95810020843028,720,1728,1.0,0,Low Risk,0.2203,1.0,0.0289,0.1552,0.1305,0.0207,0.1361,0.5286
2812,16.432836576634198,79.96241212179406,720,1776,1.0,0,Low Risk,0.2325,1.0,0.0275,0.1581,0.1322,0.0193,0.1402,0.5227
2813,16.432836576634198,79.96672403515782,720,1824,1.0,0,Low Risk,0.219,1.0,0.0247,0.1692,0.1307,0.0187,0.1434,0.5133
2814,16.432836576634198,79.9710359485216,720,1872,1.0,0,Low Risk,0.2212,1.0,0.026,0.1701,0.1313,0.0192,0.1417,0.5116
2815,16.432836576634198,79.97534786188538,720,1920,1.0,0,Low Risk,0.2018,1.0,0.0244,0.148,0.1189,0.0171,0.1284,0.5631
2816,16.432836576634198,79.97965977524915,720,1968,1.0,0,Low Risk,0.1964,1.0,0.0243,0.146,0.118,0.0174,0.1302,0.5641
2817,16.432836576634198,79.98397168861293,720,2016,1.0,0,Low Risk,0.1935,1.0,0.0192,0.1092,0.0953,0.0195,0.145,0.6118
2818,16.432836576634198,79.9882836019767,720,2064,1.0,0,Low Risk,0.2084,1.0,0.0173,0.0616,0.0734,0.0317,0.172,0.644
2819,16.432836576634198,79.99259551534047,720,2112,1.0,1,Medium Risk,0.4513,0.6244,0.0416,0.0689,0.0499,0.0837,0.1421,0.6137
2820,16.432836576634198,79.99690742870425,720,2160,1.0,1,Medium Risk,0.446,0.6231,0.0641,0.0977,0.0901,0.0725,0.1304,0.5451
2821,16.432836576634198,80.00121934206803,720,2208,1.0,0,Low Risk,0.2201,1.0,0.0393,0.1694,0.1611,0.0312,0.1629,0.436
2822,16.432836576634198,80.00553125543179,720,2256,1.0,0,Low Risk,0.2337,1.0,0.0476,0.1303,0.1704,0.0548,0.1597,0.4372
2823,16.432836576634198,80.00984316879557,720,2304,1.0,0,Low Risk,0.311,0.9984,0.0558,0.0768,0.0803,0.0684,0.1285,0.5901
2824,16.432836576634198,80.01415508215935,720,2352,1.0,0,Low Risk,0.3861,0.8795,0.0614,0.0454,0.0387,0.0947,0.0915,0.6683
2825,16.432836576634198,80.01846699552311,720,2400,1.0,1,Medium Risk,0.4829,0.9528,0.0371,0.0757,0.0351,0.1059,0.1088,0.6374
2826,16.432836576634198,80.02277890888689,720,2448,1.0,0,Low Risk,0.449,0.5038,0.0375,0.0815,0.0465,0.1105,0.125,0.5989
2827,16.432836576634198,80.02709082225066,720,2496,1.0,0,Low Risk,0.4227,0.8112,0.037,0.082,0.0504,0.1173,0.1271,0.5862
2828,16.432836576634198,80.03140273561444,720,2544,1.0,0,Low Risk,0.4411,0.5444,0.0361,0.0789,0.0429,0.1209,0.104,0.6173
2829,16.432836576634198,80.03571464897821,720,2592,1.0,1,Medium Risk,0.4689,0.8144,0.0352,0.0816,0.0465,0.1188,0.1095,0.6083
2830,16.432836576634198,80.04002656234198,720,2640,1.0,0,Low Risk,0.2916,0.9994,0.0313,0.0748,0.0556,0.093,0.1052,0.6402
2831,16.432836576634198,80.04433847570576,720,2688,1.0,0,Low Risk,0.2441,1.0,0.027,0.0574,0.071,0.0801,0.1452,0.6193
2832,16.432836576634198,80.04865038906954,720,2736,1.0,0,Low Risk,0.2079,1.0,0.0269,0.0611,0.0775,0.0693,0.148,0.6173
2833,16.432836576634198,80.0529623024333,720,2784,1.0,0,Low Risk,0.2487,0.9999,0.066,0.0575,0.1195,0.0662,0.1308,0.5599
2834,16.432836576634198,80.05727421579708,720,2832,1.0,0,Low Risk,0.2847,0.9993,0.0987,0.0531,0.1272,0.0646,0.1295,0.5269
2835,16.432836576634198,80.06158612916086,720,2880,1.0,0,Low Risk,0.4105,0.8995,0.0999,0.0445,0.1233,0.0714,0.1312,0.5296
2836,16.432836576634198,80.06589804252462,720,2928,1.0,0,Low Risk,0.304,0.9995,0.0676,0.0378,0.1093,0.0613,0.1264,0.5975
2837,16.432836576634198,80.0702099558884,720,2976,1.0,0,Low Risk,0.3029,0.9996,0.0688,0.0445,0.0978,0.072,0.1041,0.6127
2838,16.432836576634198,80.07452186925218,720,3024,1.0,1,Medium Risk,0.4531,0.5749,0.0863,0.0384,0.0713,0.0773,0.1176,0.6091
2839,16.432836576634198,80.07883378261594,720,3072,1.0,0,Low Risk,0.4332,0.7729,0.0861,0.0379,0.0831,0.0699,0.1299,0.5931
2840,16.432836576634198,80.08314569597972,720,3120,1.0,1,Medium Risk,0.5112,0.996,0.0915,0.0399,0.1523,0.0864,0.1691,0.4609
2841,16.432836576634198,80.08745760934349,720,3168,1.0,1,Medium Risk,0.4867,0.9352,0.0854,0.0399,0.1282,0.0796,0.1916,0.4752
2842,16.432836576634198,80.09176952270727,720,3216,1.0,1,Medium Risk,0.4772,0.8448,0.0822,0.0294,0.1258,0.0743,0.1745,0.5138
2843,16.432836576634198,80.09608143607105,720,3264,1.0,1,Medium Risk,0.5575,0.9981,0.1108,0.0386,0.1956,0.0807,0.1748,0.3995
2844,16.432836576634198,80.10039334943481,720,3312,1.0,1,Medium Risk,0.5655,0.9951,0.1128,0.0424,0.2167,0.0823,0.1807,0.365
2845,16.432836576634198,80.10470526279859,720,3360,1.0,1,Medium Risk,0.5235,0.9956,0.0902,0.0664,0.1904,0.1076,0.1262,0.4192
2846,16.432836576634198,80.10901717616237,720,3408,1.0,0,Low Risk,0.2966,0.9998,0.0472,0.1111,0.1383,0.0824,0.1003,0.5208
2847,16.432836576634198,80.11332908952613,720,3456,1.0,0,Low Risk,0.4476,0.6812,0.0636,0.078,0.1496,0.0829,0.1157,0.5102
2848,16.432836576634198,80.11764100288991,720,3504,1.0,1,Medium Risk,0.5513,0.998,0.0945,0.045,0.2149,0.0835,0.1391,0.4229
2849,16.432836576634198,80.12195291625369,720,3552,1.0,1,Medium Risk,0.5365,0.9993,0.1135,0.0377,0.1885,0.0822,0.185,0.393
2850,16.432836576634198,80.12626482961745,720,3600,1.0,1,Medium Risk,0.4937,0.9711,0.1009,0.038,0.155,0.0836,0.1731,0.4494
2851,16.432836576634198,80.13057674298123,720,3648,1.0,1,Medium Risk,0.4753,0.7772,0.0896,0.0475,0.1558,0.0885,0.1389,0.4796
2852,16.432836576634198,80.13488865634501,720,3696,1.0,0,Low Risk,0.3023,0.9998,0.0508,0.0532,0.1482,0.1061,0.1223,0.5194
2853,16.432836576634198,80.13920056970878,720,3744,1.0,0,Low Risk,0.4184,0.9459,0.0642,0.0723,0.1591,0.0872,0.1344,0.4828
2854,16.432836576634198,80.14351248307256,720,3792,1.0,1,Medium Risk,0.5109,0.9919,0.1028,0.0426,0.1739,0.0698,0.1592,0.4517
2855,16.432836576634198,80.14782439643632,720,3840,1.0,1,Medium Risk,0.4893,0.9546,0.1005,0.0637,0.1296,0.094,0.158,0.4543
2856,16.432836576634198,80.1521363098001,720,3888,1.0,1,Medium Risk,0.4768,0.8287,0.0807,0.0612,0.143,0.0815,0.1501,0.4834
2857,16.432836576634198,80.15644822316388,720,3936,1.0,0,Low Risk,0.4199,0.8515,0.0422,0.0697,0.2007,0.0752,0.1131,0.4993
2858,16.432836576634198,80.16076013652764,720,3984,1.0,1,Medium Risk,0.4831,0.8497,0.0898,0.0829,0.1095,0.0778,0.1545,0.4856
2859,16.432836576634198,80.16507204989142,720,4032,1.0,1,Medium Risk,0.5245,0.9998,0.1353,0.0473,0.0722,0.1086,0.1871,0.4496
2860,16.432836576634198,80.1693839632552,720,4080,1.0,1,Medium Risk,0.5191,0.9998,0.1518,0.0452,0.08,0.1039,0.1911,0.4279
2861,16.432836576634198,80.17369587661896,720,4128,1.0,1,Medium Risk,0.4892,0.9634,0.1354,0.0409,0.0966,0.0906,0.1338,0.5027
2862,16.432836576634198,80.17800778998274,720,4176,1.0,1,Medium Risk,0.4807,0.823,0.13,0.0402,0.0964,0.0974,0.1636,0.4723
2863,16.432836576634198,80.18231970334652,720,4224,1.0,1,Medium Risk,0.5044,0.9982,0.1454,0.0479,0.0871,0.1079,0.1783,0.4333
2864,16.432836576634198,80.18663161671029,720,4272,1.0,1,Medium Risk,0.4983,0.9981,0.1302,0.0411,0.0851,0.1002,0.149,0.4944
2865,16.432836576634198,80.19094353007407,720,4320,1.0,1,Medium Risk,0.5306,0.9999,0.1524,0.0389,0.0797,0.1089,0.1943,0.4258
2866,16.432836576634198,80.19525544343784,720,4368,1.0,1,Medium Risk,0.5159,0.9994,0.159,0.0384,0.0884,0.1063,0.1872,0.4207
2867,16.432836576634198,80.19956735680161,720,4416,1.0,1,Medium Risk,0.4841,0.9243,0.1274,0.0366,0.1108,0.0751,0.1632,0.4869
2868,16.432836576634198,80.20387927016539,720,4464,1.0,1,Medium Risk,0.4961,0.9856,0.1162,0.0417,0.1107,0.066,0.1293,0.5362
2869,16.432836576634198,80.20819118352915,720,4512,1.0,1,Medium Risk,0.4895,0.9586,0.1572,0.0389,0.1285,0.0986,0.1376,0.4392
2870,16.432836576634198,80.21250309689293,720,4560,1.0,1,Medium Risk,0.5051,0.995,0.1837,0.0418,0.1175,0.1082,0.1634,0.3854
2871,16.432836576634198,80.21681501025671,720,4608,1.0,1,Medium Risk,0.5223,0.9996,0.1813,0.0426,0.1068,0.1012,0.1391,0.429
2872,16.432836576634198,80.22112692362047,720,4656,1.0,1,Medium Risk,0.5075,0.9943,0.1554,0.046,0.136,0.1008,0.1323,0.4295
2873,16.432836576634198,80.22543883698425,720,4704,1.0,1,Medium Risk,0.5106,0.992,0.1243,0.0546,0.1832,0.0791,0.1389,0.4199
2874,16.432836576634198,80.22975075034803,720,4752,1.0,1,Medium Risk,0.4692,0.6989,0.099,0.0412,0.2087,0.0584,0.1424,0.4503
2875,16.432836576634198,80.2340626637118,720,4800,1.0,1,Medium Risk,0.5155,0.9966,0.1321,0.0475,0.1657,0.076,0.1351,0.4436
2876,16.432836576634198,80.23837457707558,720,4848,1.0,1,Medium Risk,0.5418,0.9996,0.1436,0.0491,0.0939,0.0839,0.097,0.5325
2877,16.432836576634198,80.24268649043935,720,4896,1.0,1,Medium Risk,0.5363,0.9962,0.1282,0.045,0.0913,0.0905,0.0877,0.5573
2878,16.432836576634198,80.24699840380312,720,4944,1.0,1,Medium Risk,0.4845,0.96,0.1329,0.0369,0.1002,0.0992,0.1235,0.5073
2879,16.432836576634198,80.2513103171669,720,4992,1.0,1,Medium Risk,0.5219,0.9989,0.1379,0.0364,0.0867,0.0813,0.1205,0.5373
2880,16.432836576634198,80.25562223053066,720,5040,1.0,1,Medium Risk,0.4602,0.6972,0.114,0.0323,0.1055,0.0654,0.1341,0.5487
2881,16.432836576634198,80.25993414389444,720,5088,1.0,1,Medium Risk,0.5017,0.9754,0.1093,0.0335,0.0752,0.0719,0.114,0.5962
2882,16.432836576634198,80.26424605725822,720,5136,1.0,1,Medium Risk,0.5286,0.9983,0.1262,0.0295,0.0695,0.0773,0.1047,0.5928
2883,16.432836576634198,80.26855797062198,720,5184,1.0,2,High Risk,0.6397,0.97,0.126,0.0247,0.0605,0.1147,0.0805,0.5937
2884,16.432836576634198,80.27286988398576,720,5232,1.0,1,Medium Risk,0.5583,0.9964,0.113,0.0224,0.052,0.1078,0.0717,0.6331
2885,16.432836576634198,80.27718179734954,720,5280,1.0,0,Low Risk,0.4315,0.5724,0.1222,0.0265,0.0533,0.0927,0.0687,0.6366
2886,16.432836576634198,80.2814937107133,720,5328,1.0,1,Medium Risk,0.4969,0.9564,0.1095,0.0345,0.0523,0.103,0.0749,0.6257
2887,16.432836576634198,80.28580562407708,720,5376,1.0,1,Medium Risk,0.4518,0.7364,0.0872,0.035,0.0463,0.144,0.0842,0.6033
2888,16.432836576634198,80.29011753744086,720,5424,1.0,1,Medium Risk,0.4635,0.8444,0.1054,0.0269,0.0544,0.1564,0.0907,0.5662
2889,16.432836576634198,80.29442945080463,720,5472,1.0,1,Medium Risk,0.5336,0.9986,0.1155,0.0285,0.0538,0.1406,0.1166,0.545
2890,16.432836576634198,80.29874136416841,720,5520,1.0,1,Medium Risk,0.5047,0.976,0.1224,0.0278,0.0503,0.112,0.0873,0.6001
2891,16.432836576634198,80.30305327753219,720,5568,1.0,1,Medium Risk,0.5649,0.9937,0.1256,0.0299,0.0616,0.1584,0.1159,0.5086
2892,16.432836576634198,80.30736519089595,720,5616,1.0,1,Medium Risk,0.5638,0.9958,0.1243,0.0323,0.0597,0.1457,0.1219,0.5162
2893,16.432836576634198,80.31167710425973,720,5664,1.0,1,Medium Risk,0.5115,0.9971,0.1154,0.031,0.0598,0.1328,0.0987,0.5624
2894,16.432836576634198,80.3159890176235,720,5712,1.0,1,Medium Risk,0.4876,0.9605,0.1087,0.0318,0.0591,0.1294,0.094,0.5769
2895,16.432836576634198,80.32030093098727,720,5760,1.0,1,Medium Risk,0.4869,0.9556,0.1105,0.0324,0.0568,0.1441,0.1035,0.5527
2896,16.432836576634198,80.32461284435105,720,5808,1.0,1,Medium Risk,0.5268,0.9932,0.109,0.0347,0.0444,0.1184,0.0893,0.6042
2897,16.432836576634198,80.32892475771482,720,5856,1.0,0,Low Risk,0.2947,0.9999,0.0849,0.0248,0.0375,0.1201,0.0609,0.6717
2898,16.432836576634198,80.3332366710786,720,5904,1.0,0,Low Risk,0.2999,0.9997,0.0482,0.0393,0.0855,0.0897,0.1074,0.6299
2899,16.432836576634198,80.33754858444237,720,5952,1.0,1,Medium Risk,0.4853,0.9596,0.1069,0.0299,0.0837,0.1123,0.1296,0.5375
2900,16.432836576634198,80.34186049780614,720,6000,1.0,1,Medium Risk,0.5013,0.993,0.1216,0.0306,0.0833,0.1449,0.1405,0.4791
2901,16.432836576634198,80.34617241116992,720,6048,1.0,1,Medium Risk,0.5137,0.996,0.1105,0.0345,0.0517,0.1545,0.1262,0.5226
2902,16.432836576634198,80.3504843245337,720,6096,1.0,1,Medium Risk,0.5219,0.9997,0.1309,0.0331,0.0555,0.122,0.1156,0.5429
2903,16.432836576634198,80.35479623789746,720,6144,1.0,1,Medium Risk,0.5354,0.9999,0.1399,0.0336,0.064,0.1512,0.152,0.4592
2904,16.432836576634198,80.35910815126124,720,6192,1.0,1,Medium Risk,0.5214,0.9995,0.1188,0.0369,0.079,0.1435,0.1242,0.4976
2905,16.432836576634198,80.36342006462502,720,6240,1.0,2,High Risk,0.5968,0.7291,0.0975,0.0391,0.0641,0.113,0.0763,0.61
2906,16.432836576634198,80.36773197798878,720,6288,1.0,1,Medium Risk,0.5259,0.9995,0.1251,0.0357,0.0657,0.1392,0.1094,0.5248
2907,16.432836576634198,80.37204389135256,720,6336,1.0,1,Medium Risk,0.5317,0.9999,0.1315,0.0354,0.073,0.1545,0.1287,0.4768
2908,16.432836576634198,80.37635580471633,720,6384,1.0,1,Medium Risk,0.541,0.9994,0.1056,0.0351,0.0645,0.1498,0.1065,0.5384
2909,16.432836576634198,80.3806677180801,720,6432,1.0,1,Medium Risk,0.5071,0.9937,0.1094,0.0268,0.0593,0.1497,0.1089,0.5459
2910,16.432836576634198,80.38497963144388,720,6480,1.0,2,High Risk,0.6575,0.9972,0.109,0.0245,0.0618,0.1276,0.0868,0.5903
2911,16.432836576634198,80.38929154480765,720,6528,1.0,2,High Risk,0.6492,0.9976,0.1436,0.0285,0.0562,0.0857,0.1259,0.5601
2912,16.432836576634198,80.39360345817143,720,6576,1.0,1,Medium Risk,0.5268,0.9984,0.1328,0.0265,0.0562,0.0969,0.0895,0.5981
2913,16.432836576634198,80.3979153715352,720,6624,1.0,0,Low Risk,0.4392,0.7124,0.1068,0.0268,0.0479,0.0841,0.0585,0.676
2914,16.432836576634198,80.40222728489897,720,6672,1.0,2,High Risk,0.6136,0.885,0.132,0.029,0.0607,0.0638,0.057,0.6574
2915,16.432836576634198,80.40653919826275,720,6720,1.0,1,Medium Risk,0.4668,0.678,0.1132,0.0283,0.0516,0.0818,0.061,0.6641
2916,16.432836576634198,80.41085111162653,720,6768,1.0,0,Low Risk,0.3662,0.9935,0.0701,0.0534,0.0457,0.0863,0.0542,0.6903
2917,16.432836576634198,80.41516302499029,720,6816,1.0,0,Low Risk,0.4215,0.9135,0.1039,0.0262,0.0434,0.081,0.0579,0.6875
2918,16.432836576634198,80.41947493835407,720,6864,1.0,1,Medium Risk,0.5753,0.9573,0.1321,0.032,0.0568,0.0817,0.0928,0.6046
2919,16.432836576634198,80.42378685171785,720,6912,1.0,1,Medium Risk,0.5458,0.9954,0.1216,0.0262,0.0508,0.0899,0.0817,0.6297
2920,16.432836576634198,80.42809876508161,720,6960,1.0,1,Medium Risk,0.4858,0.8597,0.0949,0.042,0.0486,0.0886,0.0644,0.6616
2921,16.432836576634198,80.4324106784454,720,7008,1.0,1,Medium Risk,0.475,0.7329,0.1114,0.0417,0.0522,0.0919,0.0663,0.6365
2922,16.432836576634198,80.43672259180916,720,7056,1.0,1,Medium Risk,0.5375,0.8364,0.1128,0.0433,0.0519,0.0831,0.0594,0.6495
2923,16.432836576634198,80.44103450517294,720,7104,1.0,1,Medium Risk,0.537,0.919,0.1376,0.0323,0.0589,0.0796,0.0572,0.6343
2924,16.432836576634198,80.44534641853672,720,7152,1.0,1,Medium Risk,0.4815,0.8759,0.1351,0.0315,0.0587,0.0889,0.0641,0.6217
2925,16.432836576634198,80.44965833190048,720,7200,1.0,2,High Risk,0.6444,0.9937,0.1467,0.0326,0.0628,0.0581,0.0809,0.619
2926,16.432836576634198,80.45397024526426,720,7248,1.0,2,High Risk,0.7301,0.9999,0.1889,0.0399,0.0804,0.0472,0.1368,0.5067
2927,16.432836576634198,80.45828215862804,720,7296,1.0,2,High Risk,0.6946,0.9993,0.15,0.0341,0.0679,0.0386,0.0878,0.6217
2928,16.432836576634198,80.4625940719918,720,7344,1.0,2,High Risk,0.652,0.9315,0.1182,0.0277,0.0527,0.0239,0.0714,0.706
2929,16.432836576634198,80.46690598535558,720,7392,1.0,2,High Risk,0.7697,0.9997,0.1101,0.0264,0.0492,0.0256,0.094,0.6947
2930,16.432836576634198,80.47121789871936,720,7440,1.0,2,High Risk,0.7151,0.9949,0.0686,0.0335,0.0325,0.0278,0.1118,0.7258
2931,16.432836576634198,80.47552981208312,720,7488,1.0,2,High Risk,0.7306,0.9974,0.0687,0.0341,0.032,0.0263,0.1082,0.7308
2932,16.432836576634198,80.4798417254469,720,7536,1.0,2,High Risk,0.7916,0.9998,0.1051,0.0265,0.0454,0.0245,0.109,0.6896
2933,16.432836576634198,80.48415363881068,720,7584,1.0,2,High Risk,0.7898,0.9998,0.1175,0.0302,0.0482,0.0226,0.0799,0.7016
2934,16.432836576634198,80.48846555217445,720,7632,1.0,2,High Risk,0.7672,0.9993,0.1411,0.0333,0.0622,0.0246,0.0554,0.6834
2935,16.432836576634198,80.49277746553823,720,7680,1.0,2,High Risk,0.7298,0.9968,0.0913,0.0308,0.0387,0.027,0.1073,0.7049
2936,16.432836576634198,80.49708937890199,720,7728,1.0,1,Medium Risk,0.5721,0.5421,0.0895,0.0372,0.039,0.0576,0.0723,0.7043
2937,16.432836576634198,80.50140129226577,720,7776,1.0,1,Medium Risk,0.4658,0.7624,0.0991,0.0399,0.0439,0.0883,0.0713,0.6575
2938,16.432836576634198,80.50571320562955,720,7824,1.0,1,Medium Risk,0.5027,0.9672,0.1016,0.0609,0.0562,0.0848,0.0855,0.611
2939,16.432836576634198,80.51002511899331,720,7872,1.0,1,Medium Risk,0.5132,0.9926,0.1081,0.083,0.0734,0.0796,0.1055,0.5504
2940,16.432836576634198,80.51433703235709,720,7920,1.0,0,Low Risk,0.2972,0.9997,0.0633,0.0899,0.058,0.0871,0.0508,0.651
2941,16.432836576634198,80.51864894572087,720,7968,1.0,0,Low Risk,0.3442,0.9966,0.0788,0.0742,0.0533,0.0881,0.0568,0.6487
2942,16.432836576634198,80.52296085908463,720,8016,1.0,1,Medium Risk,0.4989,0.8848,0.1052,0.0687,0.056,0.076,0.0591,0.635
